,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
6847,43269191,75934980,72456108,59510968,51738292,1905873,49561927,55593760,26952731,99853878,28590337,23734871,2999705,16980759,8EHtj
6848,75346612,14596963,93224547,28726712,2005798,75261389,60688090,39278944,28321333,39589854,23593655,32934956,42343136,54844289,PGzCV
6849,81172171,84518009,15597966,48031309,35498813,57101832,39335346,39655747,34552028,92344591,70541388,69035456,4865031,53343852,V1FF1
6850,32962067,58875259,33994069,82664886,5654501,51552273,83372959,62259000,75005789,37212670,9343049,48685184,9502409,88684258,961PD
6851,85972522,68382338,55491184,65704530,62231567,60995717,26377937,3302151,84904747,14086520,80590022,68803234,49405714,12244078,dE9jf
6852,42919687,2465389,1907787,92712229,37372620,72410697,68491205,16140596,94287259,39028603,10536475,61514353,22063534,97317182,AH6S4
6853,13869046,41501152,85709128,72211038,12035700,58022994,53409797,20323971,79250830,89787150,61399071,24414756,26856228,72270697,IVft3
6854,12931854,37028917,26327880,59405044,43206371,15923562,69507689,78727515,8198912,80087058,57323133,24042512,50511826,81958544,YITR2
6855,34600908,43414324,30337957,83906940,54453988,65721647,18812972,8660327,55949264,30247107,30432953,41319539,34007720,98081302,VFq2Z
6856,25161994,76564630,40148901,82026718,20540756,52647453,85662466,12053261,7411119,48743872,69759004,42572896,27201613,27190408,0DiD0
6857,88692942,75935037,24661561,82674779,42872149,79472828,61570001,29608870,1589770,49383621,9132638,60887360,95085881,89453263,CGrw4
6858,79813110,30308115,3761509,20910622,26922728,14175469,7829827,36908558,68447900,10784556,56333336,12636524,38011258,39673741,8uzre
6859,64595433,14284373,50212420,78721121,98322422,97600383,96731251,71043513,75889934,53530549,53226722,76882029,22956657,62045228,uqTeG
6860,89153258,38857664,81339874,87396482,53303668,51492994,92501441,56026336,18203944,62258020,17926758,23304717,20529826,82292622,KdJX6
6861,26569859,14848314,345731,26082605,17124894,83094187,88088820,56925792,30097773,72384536,28869974,40762685,21843800,61606140,UjRMO
6862,14207728,45155097,28733584,29285673,84292209,62585482,20560602,83517147,30300126,67804366,31043843,6853850,47083679,48026703,pvR3o
6863,3172648,22402101,74998751,10450574,56384426,75965470,6991566,96269201,76568879,96840285,42208067,51419996,14911459,21250076,Vztcn
6864,90144239,62391539,18505420,62362431,10595780,8515325,76314124,7711045,25097741,41070277,15607177,57827198,33606828,86844284,JQwWG
6865,5048273,41813856,27013850,4715286,32574275,61871252,67859858,43237335,21890221,82239543,38007008,39471094,99408058,23107420,eKVef
6866,83840890,60732469,12118426,11641092,97898282,56992855,13299555,13674783,49672488,4123596,5695657,37448797,72499071,68753964,4qWH7
6867,21346306,81353743,87523446,50426588,21213182,90106374,45177000,83914933,96557306,81850971,89941220,30778930,33423224,7791890,69IfS
6868,95198483,24368027,63885326,47024336,20690939,30035694,94586409,64568877,38960737,37997183,42760039,55738560,54313415,47643523,el7Bk
6869,25010790,20554014,75078693,10275659,23283740,27915959,21073208,94208319,43715479,19180483,19300157,58823098,28242454,87504985,zTNfW
6870,97482636,4744531,41308760,86258224,56955071,15947527,14093479,59859748,3131677,82932379,123311,67167368,68633318,12337995,FZs2R
6871,12538872,60442296,3306128,6366982,10237834,64305129,60059623,2098164,21730323,91652119,1040905,75093743,21952848,29895204,me9tW
6872,9063170,28597487,93838383,23268460,76250597,42464022,72343808,51969349,70959086,21294256,47349749,23868450,47610451,75709269,Hjeoy
6873,8439199,68697739,61751060,35141806,56066189,41280403,60694235,7339281,33185401,6070610,30516408,29169983,57350776,55831761,xAk1B
6874,70849965,16857549,37062860,82441635,53636862,23923868,1013102,55377966,82179600,18550523,83018883,45607247,77950036,70212041,om5F5
6875,53220031,74414132,56337388,12798339,42389518,90277022,16137122,11837819,69809905,61683673,65745516,46073775,29078094,24573145,ek4IE
6876,59767132,76184833,41407464,35601670,23171401,24121818,78389025,30216967,25528248,84880474,77808429,77182653,4081608,77127744,jkHfn
6877,80067573,65839254,60655314,44681884,98928465,42857401,41757458,30140296,76361476,10132856,93528690,12044145,85720853,73453283,ein0T
6878,99527007,25960731,95967003,77389594,75284277,83073970,19702243,7845190,54772857,66410824,72606807,25460099,2395885,66805685,CoedD
6879,30732241,31159705,34076425,67267118,76103347,50504388,34126341,2350037,34591422,62851737,20041867,5054053,24745067,90584828,Lzxov
6880,72727478,51532641,38644602,17098322,74873387,88820205,46283719,35349050,81124791,55205640,46398784,96167061,59956018,93677367,7PL6r
6881,34389880,17746389,40147028,30958602,8453251,38567126,2048454,81841676,9948902,7767269,18944522,11604355,21524855,22669973,h4Rlx
6882,90676478,5243244,49837282,25801182,89313296,79850456,76917680,14579930,38395841,23829815,12087428,84330163,88424033,26823609,LxluB
6883,26760536,57150544,85670728,14074580,50102466,58579040,28393967,73268759,10777039,3060031,1431318,56449539,70446844,12378456,7FfzE
6884,91220020,84566151,5338887,82959965,70558003,15388189,45302848,25218315,87659589,44005659,13673391,85897983,43052215,53621240,rF0t6
6885,10439183,88606616,36427850,92664292,27957181,61635965,52363046,27977193,12526743,41509021,78480661,87209318,77351364,17207961,wxgtN
6886,29906603,53520981,4263710,52090276,46930740,72585577,92800528,50962110,79709766,34065014,73368305,46054252,3628728,52507943,FCljy
6887,91414653,90883069,13479066,7943480,59481382,19826533,78640333,77699914,78948912,22687672,89911872,49166068,79022595,47860300,m0nvP
6888,72244178,4509002,71989070,39852891,66756009,43630894,63810848,80478915,46888403,64121140,33042705,92009579,61104081,21265019,Ve3ll
6889,61069027,28644301,79300593,6471040,46494170,86782268,26415551,8749102,78592762,46579970,27218137,34162699,54335485,36539987,Tmm3H
6890,91815863,43103954,55471863,84903397,51654050,84393794,7500262,46208119,84765389,5812375,66255738,47712334,77691483,42036832,WqADe
6891,40279200,46059460,9706935,28881394,30942100,89112371,4883532,52916565,52984336,27646091,87792802,9288492,85712156,97929575,qGfuE
6892,28949885,13366348,96648906,24611673,17502587,48953753,18155032,11368480,6054668,7622181,72796204,65341197,76160647,44250718,C78Hz
6893,89944500,67318906,33124032,5142171,5455952,83049981,79907130,86652258,1955103,74053403,84874262,74761180,44182644,72507555,chOrx
6894,12324866,53113354,21614018,64733968,61796047,8099008,88121963,91600085,43106706,7553497,53409020,23735810,46566050,65261977,Vm3oW
6895,62532735,82841469,20684453,66181224,90370489,95846752,98627731,32476502,58112836,7930353,59146604,51546134,55421535,12661043,52f10
6896,11926610,33134778,77020605,88387184,44328490,86845320,6633547,4730927,82833665,2706441,95401876,45477616,36933967,91661879,Z76zk
6897,20627522,54307333,48316484,3436025,81797066,46051634,4202847,636991,25109052,65314469,12249975,99967043,24289616,63012372,Rwvnn
6898,26305662,70394813,84446087,16856074,71923432,19088498,18117185,99087606,38369096,88416067,10268334,95952571,35237537,5771658,sQaAc
6899,72816299,80502654,43322424,16893141,29930820,21343537,62285949,1925423,39656970,31971107,72758902,35764063,66951845,84917646,N9dCA
6900,47230130,15037793,5459442,51084366,95675450,1074098,9665614,83299500,16464580,27064109,90476589,98674998,47769435,8405330,iRMvA
6901,69880282,70541009,74278424,32436065,98598397,52305252,17875604,24113284,55596840,72538792,39118605,19808770,24204752,86107589,W7kQk
6902,40230541,96215024,24511880,23203185,22436480,18719449,89693331,50708617,39020383,50212500,49096096,30193897,58378420,81905753,KNNNB
6903,41224513,99584721,59680638,26505433,6707504,23308842,35498526,89827606,7706767,67185192,30953978,86682780,31943790,59579335,eZiT7
6904,25646392,63879276,9183940,3825232,70289031,64058262,79893184,59145837,42292249,2429791,95995961,56706186,80586719,5930801,nYU4t
6905,36954797,5350230,95246598,44254486,74075508,99513770,16481880,94282397,29867841,26854848,82089166,24056782,22910037,93868000,GdNo1
6906,54284012,40595231,25224475,61380514,3413101,37824761,17766877,36795432,93305991,647984,78098101,86715231,14600364,81782935,2QwlI
6907,22543523,23180209,46853825,858772,83867064,63568703,6535668,77043909,34011100,40620509,3949724,11644441,38908367,58335395,PXV70
6908,47915455,59354147,85488027,2605405,35337066,85230641,53646919,46213263,74576697,33839293,23289127,9142628,16380900,66170055,6ipXb
6909,58549596,83967384,70703924,97187846,23645456,59615071,38805434,22205042,10268578,14849113,45487775,12330996,51667491,16653842,LSbBv
6910,36244480,36719230,50403725,32102737,4190413,79971386,47987994,34726472,57662163,81608162,88214476,17098751,95889020,46693244,o2zd7
6911,54176868,70367713,37399576,89507624,9712182,38849231,65233597,3838840,69281955,25966020,91008733,24867547,97922589,67285820,FVofc
6912,51970736,11474298,93067207,979872,81962183,97850599,3673207,59525002,4488543,90864940,35022172,34739092,62129326,45010787,5nRUa
6913,82350750,21735555,64925250,36633081,58346377,80988322,36850926,94867189,46150707,11163974,45925736,98823638,75101582,93815937,fTSN8
6914,26179245,3049791,16973304,31170891,35838465,59790975,55690098,37650851,99564660,22846312,98529680,33828169,14006455,15425352,gejpJ
6915,2968127,58043730,78261859,55109665,42713916,75631089,4781858,55238603,63323616,95746902,56400049,75330268,34548458,62859718,nSLzg
6916,31855145,10880716,45815413,27560913,5860348,63265342,60368108,58338688,13144717,10624992,42711606,84623416,25105907,50654327,tswrn
6917,23972364,35877103,38813056,48831653,74360083,70055007,72657876,58553135,83007511,32581986,43781911,87661802,2310702,58814436,Cc3FP
6918,63184336,2807361,36362376,91553841,88279924,68735211,32731687,12055047,98339060,93397265,64862890,35059463,37321098,26382479,UC7jQ
6919,21582955,88759889,99154468,13264785,3157131,54173345,96814133,4315317,39100523,63574707,8664997,74355123,37837619,21193295,kcvVL
6920,44616919,59988703,1259427,51389092,41735373,90122918,94273390,3434165,97297077,4286506,61899292,15959097,45086381,95082173,23uul
6921,12722974,53583462,87365433,21678481,26879052,91821553,40761705,21827586,38328350,91799349,27189421,19243922,29991760,17688713,IEBCW
6922,8523498,70187318,77696470,80014175,42475745,8447535,22142201,37475499,49309339,41269237,26434541,72188690,91151634,10733945,uzspv
6923,4617402,48563067,44812923,78334239,24453207,34587399,17389595,25878918,55747156,82087555,6984049,1748621,83856239,92598725,lZoLJ
6924,93510859,47438836,17990304,17982987,86768509,4753537,57984574,70287097,80674382,35371263,26655904,22448881,85699180,89003848,MOd6C
6925,91079212,61361203,46926627,51151612,14909886,30597452,81051867,70461294,16856338,96650219,52283291,3519376,65915949,48525403,SS2Rp
6926,17747693,5897543,48042890,84319010,94375722,8223021,32249783,98836268,92903978,52523657,3559403,32954476,19970705,21014661,Pz6Dv
6927,87968343,37696153,11860907,95266791,23618556,51767035,22925659,30217719,54821725,32209933,22218214,89868905,91030482,13311799,lXT8J
6928,47836637,30290251,39381484,21236258,96581182,41891913,95539908,54217864,76479168,15277930,50495496,84604852,23671032,74796744,5YlIg
6929,15115935,91888562,96176944,61824685,98209765,64296840,63511459,10150780,6128896,32714041,87827976,71172229,39457063,28931660,7yVGa
6930,28040937,74222201,51704353,72925916,52620085,15664983,46107566,1129932,89783324,49666293,40461129,33157478,62756944,39205665,RlZ5S
6931,84216614,86389018,24735134,76437768,77831825,93189968,71453714,52758480,27398962,50795323,71567158,25512897,55132296,54353511,c2TDQ
6932,68124540,20853010,67175724,67317443,31469356,21809225,68967239,25967620,68099543,25980910,74860283,23993703,28893687,34141666,POV3r
6933,62828219,4634877,70951564,72993492,85664756,57972947,79846940,49208560,61755671,68980521,76528406,64348296,63065224,74053415,wY3Ph
6934,57042515,88820590,31898219,51995561,55259468,62821090,90604371,12583831,71172462,58533292,70182678,75068707,11626896,56509861,DpTDK
6935,921005,41862538,35897653,44412902,70168715,65383162,53188007,10914157,55017269,1726502,5853030,60687055,3111642,63351051,o1c8u
6936,5257434,12063204,55175598,32321331,15770452,76674189,29732287,96280923,18972998,2538335,27257330,90171295,4345343,97304878,aNMzt
6937,39482009,3314416,5895049,99483044,99669536,91721679,448012,10352260,12119266,58585678,84963818,91691831,17009465,53300815,0KpLR
6938,11703650,70789941,41975621,66680660,22616834,21484823,15227870,2056269,27084442,91453767,91956285,54904032,94299981,40847182,VeBv1
6939,99023873,10207170,1428644,57854767,60880379,12104952,99019289,84625144,89055302,28080526,42251267,33214453,87377503,575109,Ni60A
6940,58617891,72987964,72350917,89012274,56240330,92938595,3500066,429863,85108851,49213533,83418305,24285184,60237585,96676257,lywDe
6941,90743656,80229723,59204812,59856813,57244869,34557617,22114562,80911855,38337113,40746848,69556452,80555471,24320930,60144181,MTJph
6942,28435797,36143085,48166585,35132979,17670518,650462,61913215,63375857,3224864,45627502,93752069,91427245,38409455,3705637,2wrQH
6943,28453157,86773010,33312740,20995144,18922243,72882451,42321268,89876475,87337234,50677377,60166530,60239494,68498871,28828804,Y33IL
6944,94024090,74461552,3632679,36386676,97186070,65794758,57762698,11417644,2929147,32897597,17344018,33935151,8251420,28861043,ivQ6y
6945,86925861,30208663,42388127,73972568,76721157,60447091,38499907,24510143,19310466,21674352,15067097,64794290,23751415,97744165,UsxEY
6946,28648916,70926923,83159049,21829048,30131796,86685260,25760011,71352571,82722728,2180068,43548325,14825423,76489435,14727818,c98rB
6947,99388324,53677611,16567883,81076031,65250936,3413278,90429535,31322215,87773041,91373023,83668299,93627160,76981146,74788934,sq8lL
6948,21722602,31784908,21304302,56662703,55281826,27974842,58366261,84243267,28381178,6723915,17414142,47398890,84956434,54074407,0yq0y
6949,23344615,9074559,70068223,43200426,91339731,79851647,50829190,41185888,2809037,7621567,10219275,8602926,5335648,95466841,HC4Tv
6950,52338162,99829803,9980731,99817005,50839999,74088122,39546281,98588688,67975826,18687968,2300285,98222561,95600995,63703006,dv8L2
6951,54226871,25855213,43235028,80697993,79869306,86782885,16598322,33178594,34757542,55103844,8950312,22124498,63959524,75335131,IcqHa
6952,96299004,55206130,98617167,3949777,61277097,71778496,49216502,38289972,89756043,52791866,38145856,87429947,884034,3903909,QWtSh
6953,58482948,71588464,98934558,22075453,78812854,11545331,89813966,51701741,51532129,92962012,97033873,78295807,34101864,4144669,Eu1IC
6954,31083301,20052628,98069557,74002281,83132316,45794718,90622898,59644236,13107583,74456601,2406341,1851082,25808744,78683184,DBm9l
6955,30115822,65544603,54379523,39792199,14032967,38341236,28129035,55087426,97868534,99789632,20814942,82681055,2007991,69123196,NbwO7
6956,75511981,63321436,15346752,90040760,57593306,7285850,89737412,41114667,90798611,355559,85867941,9571862,77377358,22400535,IvI46
6957,99307402,14986466,67474240,58598812,9722830,95828523,62549121,45876242,19512679,28797445,48087223,72534820,7930527,38641468,Mipn2
6958,83017418,98170355,15636018,92146904,26550425,60716140,13748854,14233216,96265869,3149668,20031893,40364482,15587055,40421860,jkLLD
6959,52369753,86989770,47057762,70396781,3176022,45775888,52075804,47829448,44165953,5634295,95604315,91562895,67449649,78117241,v1dwb
6960,48156706,69169465,25963169,98931321,27097827,44427224,62985411,37227180,26584526,95019341,58326524,9110247,76176968,36609209,d8PVE
6961,27960486,56295806,89417692,73022905,23863655,17908413,94309024,54987114,22884124,47243285,55396391,84768958,69137347,12770645,qtSsO
6962,48066229,52744593,75215426,24412858,76993765,40238337,49105810,73761491,84409356,47296247,36886647,41958260,8193690,72085326,Fs6w9
6963,31166003,74147480,96584505,77561377,39874157,53600937,2463199,27399116,69761521,94713140,75439731,78563182,51845271,67135355,nUIzi
6964,11127373,91647648,18110923,93658415,61612398,94536487,34427928,55686010,66938900,20159130,65602874,71358397,35369016,70656688,PCT6I
6965,65643430,69177200,52379279,6739679,1527507,43819128,99781347,97007171,36849740,28466756,34693519,27540711,74009182,29573556,szPIz
6966,99510548,56002961,54876524,49467028,38788681,84197539,53326470,81239255,30298256,80189121,96223910,65288890,52052038,47180174,oThr9
6967,94733080,85693033,53807644,66387535,35166519,14266544,88752275,10194644,61573687,50388124,73683516,10241282,91055831,718155,kTogT
6968,73172298,71579531,23137810,51888306,77004939,17946900,43745671,31479224,60437911,20933000,24456618,79107449,57967197,78539319,CKj8S
6969,15343417,32227572,22036803,77016632,27222217,47588062,95515973,83748305,66401670,11541707,18063170,96023742,65617540,95254060,5nSpB
6970,84532812,72063053,49562917,16174589,26473288,85370010,85352925,83614423,86730261,96893703,62921655,31647805,47321659,5336814,A35z9
6971,2969937,19852464,19647459,97468444,33944148,27406847,21001230,34597477,87724321,73705968,43950907,81462447,65199469,13728412,vS7tk
6972,17923897,94441142,1898285,39329335,124639,73172295,18710022,53513253,90470387,8688889,82371233,43607181,90187990,63651137,3jwag
6973,90456022,60585996,59780339,48591119,36588905,63525847,36138556,1991336,59898163,60872294,52285543,52319469,11154920,20211963,6HZ1s
6974,83770708,396950,43493750,8088694,55316976,10942588,37454841,38546717,83578162,80965322,68901931,90792538,74304248,37625832,jFbB4
6975,76454236,37186944,28163380,27351674,91799129,47861424,48915117,92394563,87174339,23274050,91133334,45236952,64059197,68765956,toFOj
6976,21802110,80230588,8591821,58502828,21548262,15978930,75352620,61999747,92131617,63609754,37523715,91408433,13248183,53359706,V875D
6977,18717817,8240036,87166942,88755351,6491964,9425213,77921455,36417986,72545290,67481252,99510772,62207854,13329214,96423137,zz8Bx
6978,86582235,36197578,47028505,61739962,41513781,84231093,82141011,32633621,70928468,41469786,83799726,50955910,10291123,40505960,j7mtj
6979,38744866,36958746,12272922,64356822,67509111,61105518,16444272,52505335,94865960,21767864,38973959,14375884,27689358,5825314,ShLVm
6980,71129660,65245657,33988268,20237863,85080234,71484701,16896561,66284695,34948364,46848206,78572511,10023118,5695605,53702856,pxgZF
6981,80740070,71586627,45776788,48278148,77894454,10167579,8828154,77779164,29619774,85602025,25699350,14845845,91211170,27087373,i8pPV
6982,69423586,33430714,25100790,21130178,9062857,78075310,50800057,91791097,50360281,50791663,31475104,76060185,87487080,25520247,WRXZD
6983,89224624,42743204,42892692,8993275,93642472,33936646,71673641,52599349,60866849,62540380,47927171,7692906,96278026,2689453,F4sbQ
6984,71680418,87535221,64836710,83717255,61965719,41248253,60632845,99791331,30937572,44146532,62580086,48979169,56442783,76530162,BgKF2
6985,49370799,60195848,71407324,20483148,17854161,53660652,34986610,1608176,90108305,59088231,2591838,31661636,29881426,23668838,RenfH
6986,94793471,5288793,62787327,26553439,29194912,49935665,73033220,49912604,2090387,82810279,30582801,25908148,14909218,81737154,THacX
6987,36297648,72994248,74980966,33131764,36099750,54084343,41247509,87905378,73561368,77166217,22282553,1260876,58271719,62892406,KjGtJ
6988,81466497,15978346,565693,19009080,679639,48217985,70012996,79636747,78460341,3894190,75411903,49692068,86572195,33776194,eDSXM
6989,88069489,85469399,24544205,5726572,58232861,86418721,81084414,55011014,3385968,61188727,18713382,62790579,83888037,18706263,9qitX
6990,81982484,97917226,7107217,66314567,73465676,85244320,88226722,61782645,85837362,25383227,32553549,92943764,33897635,6246858,GQFd3
6991,60895254,55487872,49054222,44742642,64778626,42376059,32776795,88651917,53977765,26677205,1635798,405463,63298599,86195137,g1B7s
6992,8443312,29774848,27276651,62108785,91668021,24301642,18807375,37728554,94702654,38769442,27237901,81874356,27628337,28917770,RCLTK
6993,69361067,96282377,96360798,84678023,46764936,83686328,13042946,55092612,79839808,80993379,42096552,80820494,71343319,33952470,NXGEr
6994,66362485,17669271,34594829,38848252,57887160,53298074,80714381,16909314,82383541,56196818,84796544,88194501,87825523,29820742,3jGNH
6995,71863186,529198,35430393,9008298,60539743,112377,96730570,84092331,82180092,66450597,26728585,34830834,32178652,2910271,LLTjy
6996,62826420,62361971,19916361,50942199,18810238,63475118,5921222,14469448,61772048,43838323,43275561,65535778,89648105,7671899,9Xbny
6997,51802553,98101881,97672919,26890658,92224211,59116456,3663674,79301190,14827518,47869188,38922902,27889013,5414735,5755922,vL6dp
6998,59659057,33795291,43554678,5688294,86666183,66555620,28655476,45363137,33639312,35496208,29452118,11472521,37821933,79392954,oPJwo
6999,24365719,49191917,15733803,29282494,97032823,51556400,74109161,93908394,95198131,29766513,80384417,62755128,37305539,29469382,4l06j
7000,85905893,54526149,83056815,2550588,20630959,43854742,35318404,88178794,95222582,92504317,39066704,42188871,70354179,41122679,jHo2S
7001,5762914,54925250,45055118,27189587,88912607,93989949,38533251,47600327,12388326,6591531,94822354,26545972,17016231,94264652,1fpWN
7002,86981708,75263478,59582609,11863059,37834821,9089907,38915533,3338547,12713133,3009252,41069796,47418452,63911061,19740517,Y7ZR9
7003,3137976,5645877,14499353,86616117,96896342,55210646,81919448,84414126,37371493,63007618,51960841,22083838,86827708,52243433,lRzY4
7004,58500053,77623259,13098118,41302789,43000449,62653303,30217385,92360486,87612847,3837323,62991144,27798955,49690476,51092814,5dOVt
7005,21297699,85124361,39391181,7644517,74560631,26335569,71068219,52465519,85830519,85183634,75672462,73577641,83783460,56344298,ywrEz
7006,92280752,52882019,28823839,70026434,4430902,74105485,21250552,70068485,82580562,58456480,68883284,46404125,60377053,77042122,3okeY
7007,291109,94838682,65782425,44031996,20558489,58346529,52094794,58498686,26744661,78974231,46037739,97621268,48396574,34537478,WhXsv
7008,13218056,62358061,98382329,15194274,49396389,66835631,84356851,60416626,92677022,41149376,80443249,48027897,52541935,67301530,8s4MR
7009,4325191,97265237,57264982,26920045,14990786,34661691,19210820,51180698,52746925,1001522,33562864,47198204,31144542,4402532,gd3Kc
7010,46513750,53236903,92070738,71709198,76255129,47754706,71225447,43361000,28627904,91317766,33038931,31054875,77875625,57998135,ECn08
7011,71451758,3760585,77256288,15257202,40950747,40372230,59108734,38416157,67453225,14704777,88491197,47034349,55813769,53945881,XhVm4
7012,17136806,27953498,32497323,86090446,22158618,36973714,20406273,16563505,7625646,17478697,35592826,64124872,64011323,63810486,Ap0ja
7013,55067455,91101428,93070124,21845438,73116328,39266973,85666764,81076522,22993704,17117630,5639483,36321597,52032975,48417227,MuzFv
7014,59354296,52302397,55447764,13004708,79322161,92724486,91849374,22517082,58884444,29119749,93743640,86312262,57294827,89391626,mAb1g
7015,88601631,60175716,47671821,22190698,7771553,25061673,78409430,43139418,79128321,3030334,95268693,49900020,42729638,25025552,dYeu8
7016,88243079,31037283,84439459,69805371,22290149,3596209,1790042,94712095,53025352,32907218,29408565,2891593,34089868,92632437,UG5o7
7017,79039677,59512277,79095894,76749856,68063733,58874321,85711748,82122037,23234916,36696460,34992175,85474511,16911059,39647115,rePRx
7018,4228002,3890081,9327100,81643147,49322917,2465076,4327324,61461459,20316216,66034600,43068698,27438749,82802402,90204056,hBTc3
7019,40308537,72836432,90978950,88451494,8182909,30648856,80279783,92689217,5652957,38722995,57934288,32819006,76620778,83018834,N7BhN
7020,93730285,46555379,44518292,31938999,65983481,36687340,53844710,29811743,85812419,88622765,93096158,40506002,67723315,99416767,aKzbV
7021,13777816,47823026,35463674,31718069,4603867,83983412,50887779,31391086,1349663,37271724,67825743,55611580,91285992,93575601,meEDW
7022,73371326,36569410,57482056,14027357,57831029,59078469,17867293,7724172,91061821,20862539,56436674,78176183,13163835,55700046,hGhIw
7023,84173514,22512564,96292954,73050944,40712151,68775044,5699330,54890867,30726399,63556813,4407418,89438837,24649189,20722095,7bpRk
7024,20357330,90978248,85371450,90141372,89064524,99590230,67396080,70521682,65791680,6644418,83875873,29867870,23050758,4636786,suDP9
7025,29907814,72281476,46500813,10669154,26963921,45071842,59776486,67965860,38466360,95078942,68908774,48861945,57711978,89384849,xjGcA
7026,37887792,73920701,15061620,20919942,59682485,13692463,11410727,29998391,96106984,11646548,78076571,76331731,95457087,81110321,Id1xg
7027,74701660,42197478,61454480,3575672,62351214,59411252,45588995,28885719,82488432,68676714,54231504,90269787,98105024,55124657,Lawcm
7028,22640851,42411738,61386703,34489843,55340920,80294349,48309069,35598211,24853889,70687740,23433240,88899512,99087935,48916501,m8t79
7029,40285493,1796908,31523328,31965618,18446209,31327352,4173066,26287577,91234813,42161470,92282080,82515584,5752802,56488683,YUFpg
7030,54354758,69758180,96184188,59306477,57739129,18932783,7652967,9083177,53381938,19553161,73703351,25511505,85376546,44991716,ItR58
7031,36752077,63718105,48946710,56956946,91546815,63021412,61646615,21613203,72535237,50411787,24719215,10213900,45746067,35127655,UQYXn
7032,43169834,29175754,77704342,97253702,89384792,94826625,44987939,44771266,50889373,97975761,95137622,63297767,65426825,23496284,1EN2e
7033,49967198,84294724,25892362,24642767,12069130,65669023,86226903,95094523,73370277,85016749,97801997,33151228,41058759,49733968,wPAhO
7034,5812553,21666197,67052262,40331934,50950957,47536289,95531548,57064605,12642907,47683189,78238188,73603095,40051770,20100374,8Cubt
7035,21366937,51843145,96417103,68753003,84619301,49379327,98735626,37549412,12851621,1715405,17643670,16956072,51358144,21449628,rfaFc
7036,70785463,64131230,14907703,85219238,35126350,82928457,38406607,69894192,20797143,42243365,31405559,64886146,36044550,11702230,NTtTM
7037,42588343,85666290,3442666,41961529,28045722,27474139,34029376,94816948,13285085,74884452,92479537,72841035,35483855,67362084,zaFTD
7038,71069912,1739585,33564218,34539613,94620961,55781192,55279833,15315997,31335361,1939025,71673102,57139953,20719072,25529521,QnFeZ
7039,41102657,82657414,69526263,72960429,40668201,69701506,88835052,4163334,10068862,7430272,74391948,73200434,26971128,15653233,GBP0w
7040,31551495,66498736,22400308,30047313,41438160,55296346,44149467,66722696,45226344,45462553,42317536,79142607,70212546,22449539,kYFkS
7041,27696602,33656478,30097992,79747258,945074,29566496,40053539,37465736,15746848,19202708,90337675,12297650,92832862,83202246,1pZWC
7042,6684686,18883765,69023365,32983821,1608650,26015151,37799034,53415723,54004193,55430946,36909092,47479288,11860933,12005092,b2qzz
7043,21946933,9696406,9483795,73983291,92950018,37781057,40725999,69733770,16612719,71752177,11057348,5464461,41918257,90037635,dUD7X
7044,41310737,5230495,87766472,61983583,1490648,54147276,79938413,54311821,4090854,11260234,88585826,20520079,55152225,20139434,E4IrM
7045,23599134,34574657,20652419,90621200,67710793,58841129,20623032,18075607,95604445,19923161,46751235,53102603,26059244,90438545,a8bZx
7046,92464253,93657183,20022802,43079260,68124358,83515090,59517667,54303997,94562295,14949775,17451063,15883212,34319649,38779832,n549w
7047,11965933,14622434,98728459,7909671,13890711,63718416,53469223,43719337,79337654,23375190,68858055,41468549,29008603,57132130,3k79k
7048,30222819,60994235,36521836,45891055,18248683,69978095,67329192,59825566,73131081,19607487,80457213,85526950,36778505,40092369,ishRX
7049,78801148,62092692,46251614,76343628,26172688,11059758,13234195,56748577,85799192,91676333,3519374,15848228,54718200,4250615,Rtsic
7050,9685271,68423920,7205703,94213352,19903253,76632450,58451749,82206130,95466913,87692140,70067295,55325590,88854815,79204575,51g43
7051,25471011,4548447,17765377,27737771,83595816,20064475,4902927,2895519,63244118,49315808,15177598,48863618,38151907,247089,FEyNz
7052,94519169,49295553,13332973,10208595,14946451,29483382,40030103,4717105,7759133,5752708,55992656,38697692,55862252,89149054,FV7fS
7053,70252918,69559444,70301358,92590460,34175285,27034527,92827086,65810028,40953124,30665662,34366117,12223628,51366800,55680153,5o7HL
7054,69384510,99690234,30198953,62762114,46730844,9639245,36788015,99886751,77790597,95372724,18134125,61248671,44397648,45737821,vSROP
7055,40011461,37183498,34615201,40281465,19297236,20152781,67420742,23042649,38844823,15825677,99192668,60983695,58477146,41280970,hCcLt
7056,70035528,15521378,36367314,20758863,92581887,90484780,10683053,81163974,66029690,42628408,60104653,82356529,27645859,80445449,8bLqC
7057,3562221,22942020,96253875,75059789,32200725,31712249,69294074,47877194,63200156,15961917,48989470,43744426,79201494,41321579,MbwPl
7058,40587980,6810901,46159459,11698297,45087387,89585953,38899863,51275315,47911902,55724372,83305924,33056004,55494016,59866724,cTZeS
7059,46381304,96448991,3630893,39871240,39442752,69864282,47949220,97074669,91861253,71385626,92595696,17532396,71647420,87861988,znPgG
7060,42609559,88582669,7481420,37732515,76129846,57479290,28211363,85892497,93764491,91693687,90097863,7004652,27387293,10181918,OaKzN
7061,68809720,90083012,75060840,86767431,11937790,54324740,22256023,34094606,45954418,78140510,27991084,91379011,91288091,43618788,jb4rf
